-1,90001,68552,89983,72162,Acute_Susceptible,1,Acute, 18,High,High,HighRisk
-1,90001,72552,89999,69932,Acute_Susceptible,1,Acute, 2,High,High,HighRisk
-1,90003,69972,87658,64561,Chronic_Susceptible,1,Chronic, 2345,High,High,HighRisk
-1,90006,69917,89963,67370,Acute_Susceptible,1,Acute, 43,High,High,HighRisk
-1,90006,62513,81649,71690,Chronic_Susceptible,7513,Chronic, 8357,High,High,HighRisk
-1,90006,67774,85534,72461,Chronic_Susceptible,2743,Chronic, 4472,High,High,HighRisk
-1,90007,68562,88836,71339,Chronic_Susceptible,1,Chronic, 1171,Low,Low,Common
-1,90008,71036,89937,69893,Acute_Susceptible,12,Acute, 71,High,High,HighRisk
-1,90010,71274,88918,72220,Chronic_Susceptible,585,Chronic, 1092,High,High,HighRisk
-1,90013,62401,89544,72401,Chronic_Susceptible,357,Chronic, 469,High,High,HighRisk
-1,90014,70529,89977,72439,Acute_Susceptible,33,Acute, 37,High,High,HighRisk
-1,90017,68255,89971,72122,Acute_Susceptible,1,Acute, 46,High,High,HighRisk
-1,90021,69192,89827,71028,Chronic_Susceptible,1,Chronic, 194,High,High,HighRisk
-1,90022,59469,86542,69979,Chronic_Susceptible,352,Chronic, 3480,High,Low,Common
-1,90022,70645,88432,72454,Chronic_Susceptible,1367,Chronic, 1590,High,High,Common
-1,90023,69580,89950,70244,Acute_Susceptible,1,Acute, 73,High,High,Common
-1,90023,72454,90022,71107,Acute_Susceptible,1,Acute, 1,High,High,HighRisk
-1,90024,72439,90014,70679,Acute_Susceptible,1,Acute, 10,High,High,HighRisk
-1,90025,71651,89903,71686,Acute_Susceptible,1,Acute, 122,High,High,HighRisk
-1,90027,70878,88394,72130,Chronic_Susceptible,1447,Chronic, 1633,High,High,HighRisk
-1,90028,72461,90006,72303,Acute_Susceptible,1,Acute, 22,High,High,HighRisk
-1,90031,61983,75736,72449,Chronic_Susceptible,2907,Chronic, 14295,High,High,HighRisk
-1,90032,70293,88687,71483,Chronic_Susceptible,1,Chronic, 1345,High,High,HighRisk
-1,90033,72016,89933,70757,Chronic_Susceptible,1,Chronic, 100,High,High,HighRisk
-1,90034,66587,86753,70894,Chronic_Susceptible,1,Chronic, 3281,Low,Low,Common
-1,90035,68692,86209,64748,Chronic_Susceptible,1,Chronic, 3826,High,Low,Common
-1,90035,70556,87975,71233,Chronic_Susceptible,1969,Chronic, 2060,High,High,HighRisk
-1,90037,71630,89972,72584,Acute_Susceptible,1,Acute, 65,High,High,HighRisk
-1,90039,71518,88968,71912,Chronic_Susceptible,738,Chronic, 1071,High,Low,Common
-1,90039,66103,81109,72485,Chronic_Susceptible,6550,Chronic, 8930,High,High,HighRisk
-1,90040,69902,89931,71549,Acute_Susceptible,1,Acute, 109,High,High,HighRisk
-1,90045,71088,88165,70902,Chronic_Susceptible,1876,Chronic, 1880,High,High,HighRisk
-1,90047,71462,89297,66907,Chronic_Susceptible,748,Chronic, 750,High,High,Common
-1,90047,66582,81789,71475,Chronic_Susceptible,185,Chronic, 8258,High,High,HighRisk
-1,90051,70902,90045,72420,Acute_Susceptible,1,Acute, 6,High,High,Common
-1,90052,69314,89969,71502,Acute_Susceptible,70,Acute, 83,High,High,Common
-1,90052,66624,86491,70353,Chronic_Susceptible,2455,Chronic, 3561,High,High,HighRisk
-1,90052,70460,89164,71455,Chronic_Susceptible,1,Chronic, 888,High,High,HighRisk
-1,90053,72222,89477,70886,Chronic_Susceptible,1,Chronic, 576,High,High,HighRisk
-1,90054,71149,88170,72580,Chronic_Susceptible,1858,Chronic, 1884,Low,High,Common
