4.500000000000000100e-01,1.000000000000000000e-02,3.490126226640617800e+01,3.974719025057206800e+01,5.405539674967180200e-01,4.448449036357452300e+00,3.999017224170418100e-01,6.524730550142722200e-01
4.500000000000000100e-01,1.000000000000000000e-02,4.893669822949283300e+01,1.835241743062302100e+01,4.078035827359946000e-01,5.255847746002529200e+00,3.165626661148284200e-01,4.444276519108112400e-01
4.500000000000000100e-01,1.000000000000000000e-02,6.623419111334942500e+01,1.499448440689294400e+01,5.359156631227286500e-01,6.255694762991067700e+00,1.948107261278878600e-01,2.659893603017294800e-01
4.500000000000000100e-01,1.000000000000000000e-02,3.316525366157827600e+01,3.322883159962271500e+01,2.287353948212065000e-01,5.722347123499657700e+00,2.922436853188711300e-01,7.199421512400434600e-01
4.500000000000000100e-01,1.000000000000000000e-02,7.596471426767276100e+01,9.605494926761688000e+00,1.364870218832895100e-01,8.018617930551887000e+00,1.886157853841265400e-01,8.040446370874249100e-01
4.500000000000000100e-01,1.000000000000000000e-02,3.074074847224735400e+01,1.767935661887090500e+01,1.258727728687895600e-01,5.937048784987967800e+00,5.762819267654969400e-01,1.849257136292591400e-01
4.500000000000000100e-01,1.000000000000000000e-02,1.152228885200949400e+02,3.640033932201794900e+01,5.329731774503176900e-01,1.129850732734303000e+01,3.211069715036799500e-01,8.750644539194668600e-01
4.500000000000000100e-01,1.000000000000000000e-02,5.370156885795503900e+01,2.775707731642576000e+00,6.695551628346059200e-01,5.669333999002771100e+00,4.488102521582150200e-01,6.396382171591239500e-01
4.500000000000000100e-01,1.000000000000000000e-02,5.488850188102500700e+01,3.643481132767218600e+01,4.843643544445845900e-01,6.662455453204051600e+00,2.698992887498015100e-01,4.515771943714644900e-01
4.500000000000000100e-01,1.000000000000000000e-02,1.049637912061986500e+02,1.506623037651675300e+01,1.448370867476869400e-01,8.524103130036113600e+00,2.447927390741607700e-01,5.808655384337753100e-01
4.500000000000000100e-01,1.000000000000000000e-02,1.102866650315231100e+02,1.771376233511692900e+01,7.440348005108331500e-01,9.232195815329568200e+00,1.192393506906579300e-01,6.928481292969203000e-01
4.500000000000000100e-01,1.000000000000000000e-02,5.151226889873176200e+01,1.991749638217860200e+01,3.366453131516625700e-01,5.856885531289156800e+00,3.228840044325839200e-01,5.445597877329158000e-01
4.500000000000000100e-01,1.000000000000000000e-02,3.452562219412587300e+01,1.229097640178723500e+01,5.185803285240844200e-01,4.593851543004854300e+00,2.789996862165127200e-01,3.273786741340563000e-01
4.500000000000000100e-01,1.000000000000000000e-02,2.048470015007163500e+01,3.398602102481005000e+01,6.159750177884049100e-01,4.809304418652103200e+00,1.014217981194688300e-01,7.753125807205417700e-01
4.500000000000000100e-01,1.000000000000000000e-02,1.020070503374691700e+02,2.086125683046389400e+01,3.016816638011620100e-01,9.030945646517370300e+00,2.941534484130650100e-01,7.668071680589155800e-01
4.500000000000000100e-01,1.000000000000000000e-02,1.845833396073832200e+01,3.791030938113258500e+01,1.474909831683253700e-01,6.012271373588922600e+00,7.157919739014119200e-01,5.334357404507987800e-01
